geogkey	continent	country	countrycode	stateprovince	county	municipality	waterbody	islandgroup	island	standard	vetted	error	misplaced	unresolved	source	comment
N. AMERICA|USA||TEXAS|TYLER||||	North America	United States	US	Texas	Tyler					North America|United States|US|Texas|Tyler||||	1			0		
N. AMERICA|USA||TEXAS|TYLER||NECHES RIVER||	North America	United States	US	Texas	Tyler		Neches River			North America|United States|US|Texas|Tyler||Neches River||	1			0		
N. AMERICA|USA||TEXAS|UVALDE||||	North America	United States	US	Texas	Uvalde					North America|United States|US|Texas|Uvalde||||	1			0		
N. AMERICA|USA||TEXAS|VAL VERDE OR KINNEY?||||	North America	United States	US	Texas						North America|United States|US|Texas|||||	1			0		
N. AMERICA|USA||TEXAS|VAL VERDE/KINNEY||||	North America	United States	US	Texas	Kinney, Val Verde					North America|United States|US|Texas|Kinney, Val Verde||||	1			0		
N. AMERICA|USA||TEXAS|VAL VERDE||||	North America	United States	US	Texas	Val Verde					North America|United States|US|Texas|Val Verde||||	1			0		
N. AMERICA|USA||TEXAS|VAL VERDE||RIO GRANDE||	North America	United States	US	Texas	Val Verde		Rio Grande			North America|United States|US|Texas|Val Verde||Rio Grande||	1			0		
N. AMERICA|USA||TEXAS|VICTORIA||||	North America	United States	US	Texas	Victoria					North America|United States|US|Texas|Victoria||||	1			0		
N. AMERICA|USA||TEXAS|WALKER||||	North America	United States	US	Texas	Walker					North America|United States|US|Texas|Walker||||	1			0		
N. AMERICA|USA||TEXAS|WARD||||	North America	United States	US	Texas	Ward					North America|United States|US|Texas|Ward||||	1			0		
N. AMERICA|USA||TEXAS|WEBB||||	North America	United States	US	Texas	Webb					North America|United States|US|Texas|Webb||||	1			0		
N. AMERICA|USA||TEXAS|WEBB||RIO GRANDE||	North America	United States	US	Texas	Webb		Rio Grande			North America|United States|US|Texas|Webb||Rio Grande||	1			0		
N. AMERICA|USA||TEXAS|WELLS||||	North America	United States	US	Texas	Jim Wells					North America|United States|US|Texas|Jim Wells||||	1			0		
N. AMERICA|USA||TEXAS|WHARTON||||	North America	United States	US	Texas	Wharton					North America|United States|US|Texas|Wharton||||	1			0		
N. AMERICA|USA||TEXAS|WICHITA||||	North America	United States	US	Texas	Wichita					North America|United States|US|Texas|Wichita||||	1			0		
N. AMERICA|USA||TEXAS|WILLACY||||	North America	United States	US	Texas	Willacy					North America|United States|US|Texas|Willacy||||	1			0		
N. AMERICA|USA||TEXAS|WILLIAMSON||||	North America	United States	US	Texas	Williamson					North America|United States|US|Texas|Williamson||||	1			0		
N. AMERICA|USA||TEXAS|WILSON||||	North America	United States	US	Texas	Wilson					North America|United States|US|Texas|Wilson||||	1			0		
N. AMERICA|USA||TEXAS|ZAPATA||||	North America	United States	US	Texas	Zapata					North America|United States|US|Texas|Zapata||||	1			0		
N. AMERICA|USA||TEXAS|ZAVALA||||	North America	United States	US	Texas	Zavala					North America|United States|US|Texas|Zavala||||	1			0		
N. AMERICA|USA||TX|||||	North America	United States	US	Texas						North America|United States|US|Texas|||||	1			0		
N. AMERICA|USA||TX|HOOD||||	North America	United States	US	Texas	Hood					North America|United States|US|Texas|Hood||||	1			0		
N. AMERICA|USA||TX|KERR||||	North America	United States	US	Texas	Kerr					North America|United States|US|Texas|Kerr||||	1			0		
N. AMERICA|USA||TX|TARRANT||||	North America	United States	US	Texas	Tarrant					North America|United States|US|Texas|Tarrant||||	1			0		
N. AMERICA|USA||UT|||||	North America	United States	US	Utah						North America|United States|US|Utah|||||	1			0		
N. AMERICA|USA||UT|CARBON||||	North America	United States	US	Utah	Carbon					North America|United States|US|Utah|Carbon||||	1			0		
N. AMERICA|USA||UT|WASHINGTON||||	North America	United States	US	Utah	Washington					North America|United States|US|Utah|Washington||||	1			0		
N. AMERICA|USA||UTAH|||||	North America	United States	US	Utah						North America|United States|US|Utah|||||	1			0		
N. AMERICA|USA||UTAH|||GREAT SALT LAKE||	North America	United States	US	Utah			Great Salt Lake			North America|United States|US|Utah|||Great Salt Lake||	1			0		
N. AMERICA|USA||UTAH|||SEVIER R.||	North America	United States	US	Utah			Sevier River			North America|United States|US|Utah|||Sevier River||	1			0		
N. AMERICA|USA||UTAH|BEAVER||||	North America	United States	US	Utah	Beaver					North America|United States|US|Utah|Beaver||||	1			0		
N. AMERICA|USA||UTAH|BOX ELDER||||	North America	United States	US	Utah	Box Elder					North America|United States|US|Utah|Box Elder||||	1			0		
N. AMERICA|USA||UTAH|CACHE||||	North America	United States	US	Utah	Cache					North America|United States|US|Utah|Cache||||	1			0		
N. AMERICA|USA||UTAH|DUCHESNE||||	North America	United States	US	Utah	Duchesne					North America|United States|US|Utah|Duchesne||||	1			0		
N. AMERICA|USA||UTAH|DUCHESNE||COLORADO R.||	North America	United States	US	Utah	Duchesne		Colorado River			North America|United States|US|Utah|Duchesne||Colorado River||	1			0		
N. AMERICA|USA||UTAH|EMERY||||	North America	United States	US	Utah	Emery					North America|United States|US|Utah|Emery||||	1			0		
N. AMERICA|USA||UTAH|GARFIELD||||	North America	United States	US	Utah	Garfield					North America|United States|US|Utah|Garfield||||	1			0		
N. AMERICA|USA||UTAH|GRAND||||	North America	United States	US	Utah	Grand					North America|United States|US|Utah|Grand||||	1			0		
N. AMERICA|USA||UTAH|JUAB||||	North America	United States	US	Utah	Juab					North America|United States|US|Utah|Juab||||	1			0		
N. AMERICA|USA||UTAH|KANE||||	North America	United States	US	Utah	Kane					North America|United States|US|Utah|Kane||||	1			0		
N. AMERICA|USA||UTAH|PIUTE||||	North America	United States	US	Utah	Piute					North America|United States|US|Utah|Piute||||	1			0		
N. AMERICA|USA||UTAH|RICH||||	North America	United States	US	Utah	Rich					North America|United States|US|Utah|Rich||||	1			0		
N. AMERICA|USA||UTAH|SALT LAKE||||	North America	United States	US	Utah	Salt Lake					North America|United States|US|Utah|Salt Lake||||	1			0		
N. AMERICA|USA||UTAH|SAN JUAN||||	North America	United States	US	Utah	San Juan					North America|United States|US|Utah|San Juan||||	1			0		
N. AMERICA|USA||UTAH|SANPETE||||	North America	United States	US	Utah	Sanpete					North America|United States|US|Utah|Sanpete||||	1			0		
N. AMERICA|USA||UTAH|SEVIER||||	North America	United States	US	Utah	Sevier					North America|United States|US|Utah|Sevier||||	1			0		
N. AMERICA|USA||UTAH|SUMMIT||||	North America	United States	US	Utah	Summit					North America|United States|US|Utah|Summit||||	1			0		
N. AMERICA|USA||UTAH|UINTAH||||	North America	United States	US	Utah	Uintah					North America|United States|US|Utah|Uintah||||	1			0		
N. AMERICA|USA||UTAH|UTAH||||	North America	United States	US	Utah	Utah					North America|United States|US|Utah|Utah||||	1			0		
N. AMERICA|USA||UTAH|WASATCH||||	North America	United States	US	Utah	Wasatch					North America|United States|US|Utah|Wasatch||||	1			0		
N. AMERICA|USA||UTAH|WASHINGTON||||	North America	United States	US	Utah	Washington					North America|United States|US|Utah|Washington||||	1			0		
N. AMERICA|USA||UTAH|WASHINGTON||BEAVER R.||	North America	United States	US	Utah	Washington		Beaver River			North America|United States|US|Utah|Washington||Beaver River||	1			0		
N. AMERICA|USA||UTAH|WAYNE||||	North America	United States	US	Utah	Wayne					North America|United States|US|Utah|Wayne||||	1			0		
N. AMERICA|USA||UTAH|WEBER||||	North America	United States	US	Utah	Weber					North America|United States|US|Utah|Weber||||	1			0		
N. AMERICA|USA||UTAH|WEBSTER||||	North America	United States	US	Utah	Weber					North America|United States|US|Utah|Weber||||	1			0		
N. AMERICA|USA||VERMONT|||||	North America	United States	US	Vermont						North America|United States|US|Vermont|||||	1			0		
N. AMERICA|USA||VERMONT|ADDISON||||	North America	United States	US	Vermont	Addison					North America|United States|US|Vermont|Addison||||	1			0		
N. AMERICA|USA||VERMONT|CALEDONIA||||	North America	United States	US	Vermont	Caledonia					North America|United States|US|Vermont|Caledonia||||	1			0		
N. AMERICA|USA||VERMONT|CHITTENDEN||||	North America	United States	US	Vermont	Chittenden					North America|United States|US|Vermont|Chittenden||||	1			0		
N. AMERICA|USA||VERMONT|ESSEX||||	North America	United States	US	Vermont	Essex					North America|United States|US|Vermont|Essex||||	1			0		
N. AMERICA|USA||VERMONT|FRANKLIN||||	North America	United States	US	Vermont	Franklin					North America|United States|US|Vermont|Franklin||||	1			0		
N. AMERICA|USA||VERMONT|LAMOILLE||||	North America	United States	US	Vermont	Lamoille					North America|United States|US|Vermont|Lamoille||||	1			0		
N. AMERICA|USA||VERMONT|ORLEANS||||	North America	United States	US	Vermont	Orleans					North America|United States|US|Vermont|Orleans||||	1			0		
N. AMERICA|USA||VERMONT|RUTLAND||||	North America	United States	US	Vermont	Rutland					North America|United States|US|Vermont|Rutland||||	1			0		
N. AMERICA|USA||VERMONT|WASHINGTON||||	North America	United States	US	Vermont	Washington					North America|United States|US|Vermont|Washington||||	1			0		
N. AMERICA|USA||VERMONT|WINDHAM||||	North America	United States	US	Vermont	Windham					North America|United States|US|Vermont|Windham||||	1			0		
N. AMERICA|USA||VERMONT|WINDSOR||||	North America	United States	US	Vermont	Windsor					North America|United States|US|Vermont|Windsor||||	1			0		
N. AMERICA|USA||VIRGINA|GILES||||	North America	United States	US	Virginia	Giles					North America|United States|US|Virginia|Giles||||	1			0		
N. AMERICA|USA||VIRGINIA|||||	North America	United States	US	Virginia						North America|United States|US|Virginia|||||	1			0		
N. AMERICA|USA||VIRGINIA|||CHESAPEAKE BAY||	North America	United States	US	Virginia			Chesapeake Bay			North America|United States|US|Virginia|||Chesapeake Bay||	1			0		
N. AMERICA|USA||VIRGINIA|||DISMAL SWAMP||	North America	United States	US	Virginia			Dismal Swamp			North America|United States|US|Virginia|||Dismal Swamp||	1			0		
N. AMERICA|USA||VIRGINIA|||PAMUNKEY R.||	North America	United States	US	Virginia			Pamunkey River			North America|United States|US|Virginia|||Pamunkey River||	1			0		
N. AMERICA|USA||VIRGINIA|||RAPPAHANNOCK R.||	North America	United States	US	Virginia			Rappahannock River			North America|United States|US|Virginia|||Rappahannock River||	1			0		
N. AMERICA|USA||VIRGINIA|||ROANOKE R.||	North America	United States	US	Virginia			Roanoke River			North America|United States|US|Virginia|||Roanoke River||	1			0		
N. AMERICA|USA||VIRGINIA|||YORK R.||	North America	United States	US	Virginia			York River			North America|United States|US|Virginia|||York River||	1			0		
N. AMERICA|USA||VIRGINIA|ACCOMACK||||	North America	United States	US	Virginia	Accomack					North America|United States|US|Virginia|Accomack||||	1			0		
N. AMERICA|USA||VIRGINIA|ACCOMACK||ATLANTIC O.||	North America	United States	US	Virginia	Accomack		Northern Atlantic Ocean			North America|United States|US|Virginia|Accomack||Northern Atlantic Ocean||	1			0		
N. AMERICA|USA||VIRGINIA|ACCOMACK||CHINCOTEAGUE BAY||	North America	United States	US	Virginia	Accomack		Chincoteague Bay			North America|United States|US|Virginia|Accomack||Chincoteague Bay||	1			0		
N. AMERICA|USA||VIRGINIA|ALBEMARLE||||	North America	United States	US	Virginia	Albemarle					North America|United States|US|Virginia|Albemarle||||	1			0		
N. AMERICA|USA||VIRGINIA|ALBEMARLE||JAMES R.||	North America	United States	US	Virginia	Albemarle		James River			North America|United States|US|Virginia|Albemarle||James River||	1			0		
N. AMERICA|USA||VIRGINIA|ALBEMARLE||YADKIN R.||	North America	United States	US	Virginia	Albemarle		Yadkin River			North America|United States|US|Virginia|Albemarle||Yadkin River||	1			0		
N. AMERICA|USA||VIRGINIA|ALBERMARLE||||	North America	United States	US	Virginia	Albemarle					North America|United States|US|Virginia|Albemarle||||	1			0		
N. AMERICA|USA||VIRGINIA|ALLEGHANY||||	North America	United States	US	Virginia	Alleghany					North America|United States|US|Virginia|Alleghany||||	1			0		
N. AMERICA|USA||VIRGINIA|ALLEGHANY||JAMES R.||	North America	United States	US	Virginia	Alleghany		James River			North America|United States|US|Virginia|Alleghany||James River||	1			0		
N. AMERICA|USA||VIRGINIA|ALLEGHENY||JAMES R.||	North America	United States	US	Virginia	Alleghany		James River			North America|United States|US|Virginia|Alleghany||James River||	1			0		
N. AMERICA|USA||VIRGINIA|AMELIA||||	North America	United States	US	Virginia	Amelia					North America|United States|US|Virginia|Amelia||||	1			0		
N. AMERICA|USA||VIRGINIA|AMELIA||JAMES R.||	North America	United States	US	Virginia	Amelia		James River			North America|United States|US|Virginia|Amelia||James River||	1			0		
N. AMERICA|USA||VIRGINIA|AMHERST||||	North America	United States	US	Virginia	Amherst					North America|United States|US|Virginia|Amherst||||	1			0		
N. AMERICA|USA||VIRGINIA|AMHERST||JAMES R.||	North America	United States	US	Virginia	Amherst		James River			North America|United States|US|Virginia|Amherst||James River||	1			0		
N. AMERICA|USA||VIRGINIA|APPOMATTOX||||	North America	United States	US	Virginia	Appomattox					North America|United States|US|Virginia|Appomattox||||	1			0		
N. AMERICA|USA||VIRGINIA|APPOMATTOX||JAMES R.||	North America	United States	US	Virginia	Appomattox		James River			North America|United States|US|Virginia|Appomattox||James River||	1			0		
N. AMERICA|USA||VIRGINIA|ARLINGTON||||	North America	United States	US	Virginia	Arlington					North America|United States|US|Virginia|Arlington||||	1			0		
N. AMERICA|USA||VIRGINIA|AUGUSTA||||	North America	United States	US	Virginia	Augusta					North America|United States|US|Virginia|Augusta||||	1			0		
N. AMERICA|USA||VIRGINIA|AUGUSTA||JAMES R.||	North America	United States	US	Virginia	Augusta		James River			North America|United States|US|Virginia|Augusta||James River||	1			0		
N. AMERICA|USA||VIRGINIA|AUGUSTA||POTOMAC R.||	North America	United States	US	Virginia	Augusta		Potomac River			North America|United States|US|Virginia|Augusta||Potomac River||	1			0		
N. AMERICA|USA||VIRGINIA|AUGUSTA||SHENANDOAH R. (OR POTOMIC ??)||	North America	United States	US	Virginia	Augusta					North America|United States|US|Virginia|Augusta||||	1			0		
N. AMERICA|USA||VIRGINIA|AUGUSTA||SHENANDOAH R.||	North America	United States	US	Virginia	Augusta		Shenandoah River			North America|United States|US|Virginia|Augusta||Shenandoah River||	1			0		
N. AMERICA|USA||VIRGINIA|BATH||||	North America	United States	US	Virginia	Bath					North America|United States|US|Virginia|Bath||||	1			0		
N. AMERICA|USA||VIRGINIA|BATH||JAMES R.||	North America	United States	US	Virginia	Bath		James River			North America|United States|US|Virginia|Bath||James River||	1			0		
N. AMERICA|USA||VIRGINIA|BEDFORD||||	North America	United States	US	Virginia	Bedford					North America|United States|US|Virginia|Bedford||||	1			0		
N. AMERICA|USA||VIRGINIA|BEDFORD||JAMES R.||	North America	United States	US	Virginia	Bedford		James River			North America|United States|US|Virginia|Bedford||James River||	1			0		
N. AMERICA|USA||VIRGINIA|BEDFORD||ROANOKE R.||	North America	United States	US	Virginia	Bedford		Roanoke River			North America|United States|US|Virginia|Bedford||Roanoke River||	1			0		
N. AMERICA|USA||VIRGINIA|BLAND||||	North America	United States	US	Virginia	Bland					North America|United States|US|Virginia|Bland||||	1			0		
N. AMERICA|USA||VIRGINIA|BLAND||NEW R.||	North America	United States	US	Virginia	Bland		New River			North America|United States|US|Virginia|Bland||New River||	1			0		
N. AMERICA|USA||VIRGINIA|BOTETOURT||||	North America	United States	US	Virginia	Botetourt					North America|United States|US|Virginia|Botetourt||||	1			0		
N. AMERICA|USA||VIRGINIA|BOTETOURT||JAMES R.||	North America	United States	US	Virginia	Botetourt		James River			North America|United States|US|Virginia|Botetourt||James River||	1			0		
