geogkey	continent	country	countrycode	stateprovince	county	municipality	waterbody	islandgroup	island	standard	vetted	error	misplaced	unresolved	source	comment
N. AMERICA|USA||TENNESSEE|OVERTON||CUMBERLAND R.||	North America	United States	US	Tennessee	Overton		Cumberland River			North America|United States|US|Tennessee|Overton||Cumberland River||	1			0		
N. AMERICA|USA||TENNESSEE|PERRY||||	North America	United States	US	Tennessee	Perry					North America|United States|US|Tennessee|Perry||||	1			0		
N. AMERICA|USA||TENNESSEE|PICKETT||||	North America	United States	US	Tennessee	Pickett					North America|United States|US|Tennessee|Pickett||||	1			0		
N. AMERICA|USA||TENNESSEE|PICKETT||CUMBERLAND R.||	North America	United States	US	Tennessee	Pickett		Cumberland River			North America|United States|US|Tennessee|Pickett||Cumberland River||	1			0		
N. AMERICA|USA||TENNESSEE|POLK/BRADLEY||||	North America	United States	US	Tennessee	Bradley, Polk					North America|United States|US|Tennessee|Bradley, Polk||||	1			0		
N. AMERICA|USA||TENNESSEE|POLK||||	North America	United States	US	Tennessee	Polk					North America|United States|US|Tennessee|Polk||||	1			0		
N. AMERICA|USA||TENNESSEE|POLK||HIWASEE R.||	North America	United States	US	Tennessee	Polk		Hiwasee River			North America|United States|US|Tennessee|Polk||Hiwasee River||	1			0		
N. AMERICA|USA||TENNESSEE|POLK||MOBILE R.||	North America	United States	US	Tennessee	Polk		Mobile River			North America|United States|US|Tennessee|Polk||Mobile River||	1			0		
N. AMERICA|USA||TENNESSEE|PUTHAM||||	North America	United States	US	Tennessee	Putnam					North America|United States|US|Tennessee|Putnam||||	1			0		
N. AMERICA|USA||TENNESSEE|PUTNAM||||	North America	United States	US	Tennessee	Putnam					North America|United States|US|Tennessee|Putnam||||	1			0		
N. AMERICA|USA||TENNESSEE|PUTNAM||CUMBERLAND R.||	North America	United States	US	Tennessee	Putnam		Cumberland River			North America|United States|US|Tennessee|Putnam||Cumberland River||	1			0		
N. AMERICA|USA||TENNESSEE|RHEA||||	North America	United States	US	Tennessee	Rhea					North America|United States|US|Tennessee|Rhea||||	1			0		
N. AMERICA|USA||TENNESSEE|ROANE||||	North America	United States	US	Tennessee	Roane					North America|United States|US|Tennessee|Roane||||	1			0		
N. AMERICA|USA||TENNESSEE|ROBERTSON||||	North America	United States	US	Tennessee	Robertson					North America|United States|US|Tennessee|Robertson||||	1			0		
N. AMERICA|USA||TENNESSEE|ROBERTSON||CUMBERLAND R.||	North America	United States	US	Tennessee	Robertson		Cumberland River			North America|United States|US|Tennessee|Robertson||Cumberland River||	1			0		
N. AMERICA|USA||TENNESSEE|RUTHERFORD/CANNON||||	North America	United States	US	Tennessee	Cannon, Rutherford					North America|United States|US|Tennessee|Cannon, Rutherford||||	1			0		
N. AMERICA|USA||TENNESSEE|RUTHERFORD||||	North America	United States	US	Tennessee	Rutherford					North America|United States|US|Tennessee|Rutherford||||	1			0		
N. AMERICA|USA||TENNESSEE|RUTHERFORD||CUMBERLAND R.||	North America	United States	US	Tennessee	Rutherford		Cumberland River			North America|United States|US|Tennessee|Rutherford||Cumberland River||	1			0		
N. AMERICA|USA||TENNESSEE|RUTHERFORD-CANNON||||	North America	United States	US	Tennessee	Cannon, Rutherford					North America|United States|US|Tennessee|Cannon, Rutherford||||	1			0		
N. AMERICA|USA||TENNESSEE|SEQUATCHIE||||	North America	United States	US	Tennessee	Sequatchie					North America|United States|US|Tennessee|Sequatchie||||	1			0		
N. AMERICA|USA||TENNESSEE|SEQUATCHIE||TENNESSEE R.||	North America	United States	US	Tennessee	Sequatchie		Tennessee River			North America|United States|US|Tennessee|Sequatchie||Tennessee River||	1			0		
N. AMERICA|USA||TENNESSEE|SEVIER||||	North America	United States	US	Tennessee	Sevier					North America|United States|US|Tennessee|Sevier||||	1			0		
N. AMERICA|USA||TENNESSEE|SEVIER||FRENCH BROAD R.||	North America	United States	US	Tennessee	Sevier		French Broad River			North America|United States|US|Tennessee|Sevier||French Broad River||	1			0		
N. AMERICA|USA||TENNESSEE|SEVIER||FRENCH-BROAD R.||	North America	United States	US	Tennessee	Sevier		French Broad River			North America|United States|US|Tennessee|Sevier||French Broad River||	1			0		
N. AMERICA|USA||TENNESSEE|SEVIER||LITTLE PIGEON R.||	North America	United States	US	Tennessee	Sevier		Little Pigeon River			North America|United States|US|Tennessee|Sevier||Little Pigeon River||	1			0		
N. AMERICA|USA||TENNESSEE|SEVIER||TENNESSEE R.||	North America	United States	US	Tennessee	Sevier		Tennessee River			North America|United States|US|Tennessee|Sevier||Tennessee River||	1			0		
N. AMERICA|USA||TENNESSEE|SEVIER||TENNESSEE-FRENCH BROAD R.||	North America	United States	US	Tennessee	Sevier		French Broad River			North America|United States|US|Tennessee|Sevier||French Broad River||	1			0		
N. AMERICA|USA||TENNESSEE|SHELBY||||	North America	United States	US	Tennessee	Shelby					North America|United States|US|Tennessee|Shelby||||	1			0		
N. AMERICA|USA||TENNESSEE|SMITH||||	North America	United States	US	Tennessee	Smith					North America|United States|US|Tennessee|Smith||||	1			0		
N. AMERICA|USA||TENNESSEE|SMITH||CUMBERLAND R.||	North America	United States	US	Tennessee	Smith		Cumberland River			North America|United States|US|Tennessee|Smith||Cumberland River||	1			0		
N. AMERICA|USA||TENNESSEE|STEWART||||	North America	United States	US	Tennessee	Stewart					North America|United States|US|Tennessee|Stewart||||	1			0		
N. AMERICA|USA||TENNESSEE|STEWART||CUMBERLAND R.||	North America	United States	US	Tennessee	Stewart		Cumberland River			North America|United States|US|Tennessee|Stewart||Cumberland River||	1			0		
N. AMERICA|USA||TENNESSEE|SULLIVAN||||	North America	United States	US	Tennessee	Sullivan					North America|United States|US|Tennessee|Sullivan||||	1			0		
N. AMERICA|USA||TENNESSEE|SULLIVAN||HOLSTON R.||	North America	United States	US	Tennessee	Sullivan		Holston River			North America|United States|US|Tennessee|Sullivan||Holston River||	1			0		
N. AMERICA|USA||TENNESSEE|SULLIVAN||HOLSTON-TENNESSEE R.||	North America	United States	US	Tennessee	Sullivan		Holston River, Tennessee River			North America|United States|US|Tennessee|Sullivan||Holston River, Tennessee River||	1			0		
N. AMERICA|USA||TENNESSEE|SULLIVAN||TENNESSEE R.||	North America	United States	US	Tennessee	Sullivan		Tennessee River			North America|United States|US|Tennessee|Sullivan||Tennessee River||	1			0		
N. AMERICA|USA||TENNESSEE|SUMNER||||	North America	United States	US	Tennessee	Sumner					North America|United States|US|Tennessee|Sumner||||	1			0		
N. AMERICA|USA||TENNESSEE|TIPTON||||	North America	United States	US	Tennessee	Tipton					North America|United States|US|Tennessee|Tipton||||	1			0		
N. AMERICA|USA||TENNESSEE|TROUSDALE||||	North America	United States	US	Tennessee	Trousdale					North America|United States|US|Tennessee|Trousdale||||	1			0		
N. AMERICA|USA||TENNESSEE|UNICOI||||	North America	United States	US	Tennessee	Unicoi					North America|United States|US|Tennessee|Unicoi||||	1			0		
N. AMERICA|USA||TENNESSEE|UNION||||	North America	United States	US	Tennessee	Union					North America|United States|US|Tennessee|Union||||	1			0		
N. AMERICA|USA||TENNESSEE|VAN BUREN||||	North America	United States	US	Tennessee	Van Buren					North America|United States|US|Tennessee|Van Buren||||	1			0		
N. AMERICA|USA||TENNESSEE|VAN BUREN||CUMBERLAND R.||	North America	United States	US	Tennessee	Van Buren		Cumberland River			North America|United States|US|Tennessee|Van Buren||Cumberland River||	1			0		
N. AMERICA|USA||TENNESSEE|VAN BUREN||OHIO R.||	North America	United States	US	Tennessee	Van Buren		Ohio River			North America|United States|US|Tennessee|Van Buren||Ohio River||	1			0		
N. AMERICA|USA||TENNESSEE|WARREN||||	North America	United States	US	Tennessee	Warren					North America|United States|US|Tennessee|Warren||||	1			0		
N. AMERICA|USA||TENNESSEE|WARREN||CUMBERLAND R.||	North America	United States	US	Tennessee	Warren		Cumberland River			North America|United States|US|Tennessee|Warren||Cumberland River||	1			0		
N. AMERICA|USA||TENNESSEE|WARREN||TENNESSEE R.||	North America	United States	US	Tennessee	Warren		Tennessee River			North America|United States|US|Tennessee|Warren||Tennessee River||	1			0		
N. AMERICA|USA||TENNESSEE|WASHINGTON||||	North America	United States	US	Tennessee	Washington					North America|United States|US|Tennessee|Washington||||	1			0		
N. AMERICA|USA||TENNESSEE|WAYNE||||	North America	United States	US	Tennessee	Wayne					North America|United States|US|Tennessee|Wayne||||	1			0		
N. AMERICA|USA||TENNESSEE|WAYNE||TENNESSEE R.||	North America	United States	US	Tennessee	Wayne		Tennessee River			North America|United States|US|Tennessee|Wayne||Tennessee River||	1			0		
N. AMERICA|USA||TENNESSEE|WEAKLEY||||	North America	United States	US	Tennessee	Weakley					North America|United States|US|Tennessee|Weakley||||	1			0		
N. AMERICA|USA||TENNESSEE|WEAKLEY||OBION-MISSISSIPPI R.||	North America	United States	US	Tennessee			Obion River, Mississippi River			North America|United States|US|Tennessee|||Obion River, Mississippi River||	1			0		
N. AMERICA|USA||TENNESSEE|WHITE||||	North America	United States	US	Tennessee	White					North America|United States|US|Tennessee|White||||	1			0		
N. AMERICA|USA||TENNESSEE|WHITE||CUMBERLAND R.||	North America	United States	US	Tennessee	White		Cumberland River			North America|United States|US|Tennessee|White||Cumberland River||	1			0		
N. AMERICA|USA||TENNESSEE|WILLIAMSON||||	North America	United States	US	Tennessee	Williamson					North America|United States|US|Tennessee|Williamson||||	1			0		
N. AMERICA|USA||TENNESSEE|WILLIAMSON||CUMBERLAND R.||	North America	United States	US	Tennessee	Williamson		Cumberland River			North America|United States|US|Tennessee|Williamson||Cumberland River||	1			0		
N. AMERICA|USA||TENNESSEE|WILSON||||	North America	United States	US	Tennessee	Wilson					North America|United States|US|Tennessee|Wilson||||	1			0		
N. AMERICA|USA||TEXAS|||||	North America	United States	US	Texas						North America|United States|US|Texas|||||	1			0		
N. AMERICA|USA||TEXAS|ANDERSON||||	North America	United States	US	Texas	Anderson					North America|United States|US|Texas|Anderson||||	1			0		
N. AMERICA|USA||TEXAS|ANDERSON||NECHES RIVER||	North America	United States	US	Texas	Anderson		Neches River			North America|United States|US|Texas|Anderson||Neches River||	1			0		
N. AMERICA|USA||TEXAS|ARANSAS||||	North America	United States	US	Texas	Aransas					North America|United States|US|Texas|Aransas||||	1			0		
N. AMERICA|USA||TEXAS|ARKANSAS||||	North America	United States	US	Texas	Aransas					North America|United States|US|Texas|Aransas||||	1			0		
N. AMERICA|USA||TEXAS|ATASCOSA||||	North America	United States	US	Texas	Atascosa					North America|United States|US|Texas|Atascosa||||	1			0		
N. AMERICA|USA||TEXAS|BANDERA OR MEDINA||||	North America	United States	US	Texas						North America|United States|US|Texas|||||	1			0		
N. AMERICA|USA||TEXAS|BANDERA||||	North America	United States	US	Texas	Bandera					North America|United States|US|Texas|Bandera||||	1			0		
N. AMERICA|USA||TEXAS|BASTROP||||	North America	United States	US	Texas	Bastrop					North America|United States|US|Texas|Bastrop||||	1			0		
N. AMERICA|USA||TEXAS|BEE OR WELLS||||	North America	United States	US	Texas						North America|United States|US|Texas|||||	1			0		
N. AMERICA|USA||TEXAS|BEE||||	North America	United States	US	Texas	Bee					North America|United States|US|Texas|Bee||||	1			0		
N. AMERICA|USA||TEXAS|BEXAR?||||	North America	United States	US	Texas	Bexar					North America|United States|US|Texas|Bexar||||	1			0		
N. AMERICA|USA||TEXAS|BEXAR||||	North America	United States	US	Texas	Bexar					North America|United States|US|Texas|Bexar||||	1			0		
N. AMERICA|USA||TEXAS|BEXAR||SAN ANTONIO R.||	North America	United States	US	Texas	Bexar		San Antonio River			North America|United States|US|Texas|Bexar||San Antonio River||	1			0		
N. AMERICA|USA||TEXAS|BOWIE||||	North America	United States	US	Texas	Bowie					North America|United States|US|Texas|Bowie||||	1			0		
N. AMERICA|USA||TEXAS|BOWIE||SULPHUR RIVER||	North America	United States	US	Texas	Bowie		Sulphur River			North America|United States|US|Texas|Bowie||Sulphur River||	1			0		
N. AMERICA|USA||TEXAS|BRAZORIA||||	North America	United States	US	Texas	Brazoria					North America|United States|US|Texas|Brazoria||||	1			0		
N. AMERICA|USA||TEXAS|BRAZOS||||	North America	United States	US	Texas	Brazos					North America|United States|US|Texas|Brazos||||	1			0		
N. AMERICA|USA||TEXAS|BRAZOS||BRAZOS R.||	North America	United States	US	Texas	Brazos		Brazos River			North America|United States|US|Texas|Brazos||Brazos River||	1			0		
N. AMERICA|USA||TEXAS|BREWSTER||||	North America	United States	US	Texas	Brewster					North America|United States|US|Texas|Brewster||||	1			0		
N. AMERICA|USA||TEXAS|BREWSTER||RIO GRANDE RIVER||	North America	United States	US	Texas	Brewster		Rio Grande			North America|United States|US|Texas|Brewster||Rio Grande||	1			0		
N. AMERICA|USA||TEXAS|BROOKS||||	North America	United States	US	Texas	Brooks					North America|United States|US|Texas|Brooks||||	1			0		
N. AMERICA|USA||TEXAS|BROWN||||	North America	United States	US	Texas	Brown					North America|United States|US|Texas|Brown||||	1			0		
N. AMERICA|USA||TEXAS|BURLESON||||	North America	United States	US	Texas	Burleson					North America|United States|US|Texas|Burleson||||	1			0		
N. AMERICA|USA||TEXAS|BURNET||||	North America	United States	US	Texas	Burnet					North America|United States|US|Texas|Burnet||||	1			0		
N. AMERICA|USA||TEXAS|CAMERON||||	North America	United States	US	Texas	Cameron					North America|United States|US|Texas|Cameron||||	1			0		
N. AMERICA|USA||TEXAS|CHAMBERS/GALVESTON||||	North America	United States	US	Texas	Chambers, Galveston					North America|United States|US|Texas|Chambers, Galveston||||	1			0		
N. AMERICA|USA||TEXAS|CHAMBERS||||	North America	United States	US	Texas	Chambers					North America|United States|US|Texas|Chambers||||	1			0		
N. AMERICA|USA||TEXAS|COLORADO||||	North America	United States	US	Texas	Colorado					North America|United States|US|Texas|Colorado||||	1			0		
N. AMERICA|USA||TEXAS|COMAL||||	North America	United States	US	Texas	Comal					North America|United States|US|Texas|Comal||||	1			0		
N. AMERICA|USA||TEXAS|COMAL||GUADALUPE R.||	North America	United States	US	Texas	Comal		Guadalupe River			North America|United States|US|Texas|Comal||Guadalupe River||	1			0		
N. AMERICA|USA||TEXAS|CORPUS CHRISTI||||	North America	United States	US	Texas		Corpus Christi				North America|United States|US|Texas||Corpus Christi|||	1			0		
N. AMERICA|USA||TEXAS|CROCKETT||||	North America	United States	US	Texas	Crockett					North America|United States|US|Texas|Crockett||||	1			0		
N. AMERICA|USA||TEXAS|CULBERSON||||	North America	United States	US	Texas	Culberson					North America|United States|US|Texas|Culberson||||	1			0		
N. AMERICA|USA||TEXAS|DALLAS||||	North America	United States	US	Texas	Dallas					North America|United States|US|Texas|Dallas||||	1			0		
N. AMERICA|USA||TEXAS|DALLAS||TRINITY R.||	North America	United States	US	Texas	Dallas		Trinity River			North America|United States|US|Texas|Dallas||Trinity River||	1			0		
N. AMERICA|USA||TEXAS|DAYTON||||	North America	United States	US	Texas	Liberty	Dayton				North America|United States|US|Texas|Liberty|Dayton|||	1			0		
N. AMERICA|USA||TEXAS|DEWITT||||	North America	United States	US	Texas	DeWitt					North America|United States|US|Texas|DeWitt||||	1			0		
N. AMERICA|USA||TEXAS|DIMMIT||||	North America	United States	US	Texas	Dimmit					North America|United States|US|Texas|Dimmit||||	1			0		
N. AMERICA|USA||TEXAS|DUVAL / JIM WELLS||||	North America	United States	US	Texas	Duval, Jim Wells					North America|United States|US|Texas|Duval, Jim Wells||||	1			0		
N. AMERICA|USA||TEXAS|EL PASO||||	North America	United States	US	Texas	El Paso					North America|United States|US|Texas|El Paso||||	1			0		
N. AMERICA|USA||TEXAS|ERATH||||	North America	United States	US	Texas	Erath					North America|United States|US|Texas|Erath||||	1			0		
N. AMERICA|USA||TEXAS|FAYETTE||||	North America	United States	US	Texas	Fayette					North America|United States|US|Texas|Fayette||||	1			0		
N. AMERICA|USA||TEXAS|FOARD||WICHITA R.||	North America	United States	US	Texas	Foard		Wichita River			North America|United States|US|Texas|Foard||Wichita River||	1			0		
N. AMERICA|USA||TEXAS|FORT BEND||||	North America	United States	US	Texas	Fort Bend					North America|United States|US|Texas|Fort Bend||||	1			0		
N. AMERICA|USA||TEXAS|FREESTONE||||	North America	United States	US	Texas	Freestone					North America|United States|US|Texas|Freestone||||	1			0		
N. AMERICA|USA||TEXAS|FRIO||||	North America	United States	US	Texas	Frio					North America|United States|US|Texas|Frio||||	1			0		
N. AMERICA|USA||TEXAS|GALVESTON||||	North America	United States	US	Texas	Galveston					North America|United States|US|Texas|Galveston||||	1			0		
N. AMERICA|USA||TEXAS|GALVESTON||GULF OF MEXICO||	North America	United States	US	Texas	Galveston		Gulf of Mexico			North America|United States|US|Texas|Galveston||Gulf of Mexico||	1			0		
N. AMERICA|USA||TEXAS|GLASSCOCK||||	North America	United States	US	Texas	Glasscock					North America|United States|US|Texas|Glasscock||||	1			0		
N. AMERICA|USA||TEXAS|GONZALES||||	North America	United States	US	Texas	Gonzales					North America|United States|US|Texas|Gonzales||||	1			0		
N. AMERICA|USA||TEXAS|GREGG||||	North America	United States	US	Texas	Gregg					North America|United States|US|Texas|Gregg||||	1			0		
N. AMERICA|USA||TEXAS|GREGG||SABINE RIVER||	North America	United States	US	Texas	Gregg		Sabine River			North America|United States|US|Texas|Gregg||Sabine River||	1			0		
N. AMERICA|USA||TEXAS|HAMILTON||||	North America	United States	US	Texas	Hamilton					North America|United States|US|Texas|Hamilton||||	1			0		
N. AMERICA|USA||TEXAS|HARDIN||||	North America	United States	US	Texas	Hardin					North America|United States|US|Texas|Hardin||||	1			0		
N. AMERICA|USA||TEXAS|HARRIS||||	North America	United States	US	Texas	Harris					North America|United States|US|Texas|Harris||||	1			0		
N. AMERICA|USA||TEXAS|HAYS||||	North America	United States	US	Texas	Hays					North America|United States|US|Texas|Hays||||	1			0		
N. AMERICA|USA||TEXAS|HAYS||GUADALUPE R.||	North America	United States	US	Texas	Hays		Guadalupe River			North America|United States|US|Texas|Hays||Guadalupe River||	1			0		
N. AMERICA|USA||TEXAS|HIDALGO/STARR||||	North America	United States	US	Texas	Hidalgo, Starr					North America|United States|US|Texas|Hidalgo, Starr||||	1			0		
N. AMERICA|USA||TEXAS|HIDALGO||||	North America	United States	US	Texas	Hidalgo					North America|United States|US|Texas|Hidalgo||||	1			0		
N. AMERICA|USA||TEXAS|HUDSPETH||||	North America	United States	US	Texas	Hudspeth					North America|United States|US|Texas|Hudspeth||||	1			0		
N. AMERICA|USA||TEXAS|HUTCHINSON||||	North America	United States	US	Texas	Hutchinson					North America|United States|US|Texas|Hutchinson||||	1			0		
N. AMERICA|USA||TEXAS|IRION||||	North America	United States	US	Texas	Irion					North America|United States|US|Texas|Irion||||	1			0		
N. AMERICA|USA||TEXAS|JEFF DAVIS/BREWSTER||||	North America	United States	US	Texas	Brewster, Jeff Davis					North America|United States|US|Texas|Brewster, Jeff Davis||||	1			0		
N. AMERICA|USA||TEXAS|JEFF DAVIS||||	North America	United States	US	Texas	Jeff Davis					North America|United States|US|Texas|Jeff Davis||||	1			0		
N. AMERICA|USA||TEXAS|JEFFERSON||||	North America	United States	US	Texas	Jefferson					North America|United States|US|Texas|Jefferson||||	1			0		
N. AMERICA|USA||TEXAS|JIM HOGG||||	North America	United States	US	Texas	Jim Hogg					North America|United States|US|Texas|Jim Hogg||||	1			0		
N. AMERICA|USA||TEXAS|JOHNSON||||	North America	United States	US	Texas	Johnson					North America|United States|US|Texas|Johnson||||	1			0		
N. AMERICA|USA||TEXAS|KARNES||||	North America	United States	US	Texas	Karnes					North America|United States|US|Texas|Karnes||||	1			0		
N. AMERICA|USA||TEXAS|KENDALL||||	North America	United States	US	Texas	Kendall					North America|United States|US|Texas|Kendall||||	1			0		
N. AMERICA|USA||TEXAS|KENEDY||||	North America	United States	US	Texas	Kenedy					North America|United States|US|Texas|Kenedy||||	1			0		
N. AMERICA|USA||TEXAS|KERR/KENDALL||||	North America	United States	US	Texas	Kendall, Kerr					North America|United States|US|Texas|Kendall, Kerr||||	1			0		
N. AMERICA|USA||TEXAS|KERR||||	North America	United States	US	Texas	Kerr					North America|United States|US|Texas|Kerr||||	1			0		
N. AMERICA|USA||TEXAS|KERR||GUADALUPE RIVER||	North America	United States	US	Texas	Kerr		Guadalupe River			North America|United States|US|Texas|Kerr||Guadalupe River||	1			0		
N. AMERICA|USA||TEXAS|KIMBLE||||	North America	United States	US	Texas	Kimble					North America|United States|US|Texas|Kimble||||	1			0		
N. AMERICA|USA||TEXAS|KIMBLE||COLORADO R.||	North America	United States	US	Texas	Kimble		Colorado River			North America|United States|US|Texas|Kimble||Colorado River||	1			0		
N. AMERICA|USA||TEXAS|KIMBLE||COLORADO RIVER||	North America	United States	US	Texas	Kimble		Colorado River			North America|United States|US|Texas|Kimble||Colorado River||	1			0		
N. AMERICA|USA||TEXAS|KING||||	North America	United States	US	Texas	King					North America|United States|US|Texas|King||||	1			0		
N. AMERICA|USA||TEXAS|KINNEY||||	North America	United States	US	Texas	Kinney					North America|United States|US|Texas|Kinney||||	1			0		
N. AMERICA|USA||TEXAS|KLEBERG||||	North America	United States	US	Texas	Kleberg					North America|United States|US|Texas|Kleberg||||	1			0		
N. AMERICA|USA||TEXAS|KNOX||BRAZOS R.||	North America	United States	US	Texas	Knox		Brazos River			North America|United States|US|Texas|Knox||Brazos River||	1			0		
N. AMERICA|USA||TEXAS|LA SALLE||||	North America	United States	US	Texas	La Salle					North America|United States|US|Texas|La Salle||||	1			0		
N. AMERICA|USA||TEXAS|LAMB||||	North America	United States	US	Texas	Lamb					North America|United States|US|Texas|Lamb||||	1			0		
N. AMERICA|USA||TEXAS|LEON||||	North America	United States	US	Texas	Leon					North America|United States|US|Texas|Leon||||	1			0		
N. AMERICA|USA||TEXAS|LIBERTY||||	North America	United States	US	Texas	Liberty					North America|United States|US|Texas|Liberty||||	1			0		
N. AMERICA|USA||TEXAS|LIMESTONE||BRAZOS R.||	North America	United States	US	Texas	Limestone		Brazos River			North America|United States|US|Texas|Limestone||Brazos River||	1			0		
N. AMERICA|USA||TEXAS|LIVE OAK||||	North America	United States	US	Texas	Live Oak					North America|United States|US|Texas|Live Oak||||	1			0		
N. AMERICA|USA||TEXAS|MATAGORDA||||	North America	United States	US	Texas	Matagorda					North America|United States|US|Texas|Matagorda||||	1			0		
N. AMERICA|USA||TEXAS|MAVERICK||||	North America	United States	US	Texas	Maverick					North America|United States|US|Texas|Maverick||||	1			0		
N. AMERICA|USA||TEXAS|MCCLELLAN||||	North America	United States	US	Texas	McLennan					North America|United States|US|Texas|McLennan||||	1			0		
N. AMERICA|USA||TEXAS|MCLENNAN||||	North America	United States	US	Texas	McLennan					North America|United States|US|Texas|McLennan||||	1			0		
N. AMERICA|USA||TEXAS|MCLENNON||||	North America	United States	US	Texas	McLennan					North America|United States|US|Texas|McLennan||||	1			0		
N. AMERICA|USA||TEXAS|MCMULLEN||||	North America	United States	US	Texas	McMullen					North America|United States|US|Texas|McMullen||||	1			0		
N. AMERICA|USA||TEXAS|MEDINA/FRIO||||	North America	United States	US	Texas	Frio, Medina					North America|United States|US|Texas|Frio, Medina||||	1			0		
N. AMERICA|USA||TEXAS|MEDINA||||	North America	United States	US	Texas	Medina					North America|United States|US|Texas|Medina||||	1			0		
N. AMERICA|USA||TEXAS|MENARD||||	North America	United States	US	Texas	Menard					North America|United States|US|Texas|Menard||||	1			0		
N. AMERICA|USA||TEXAS|MONTAGUE||||	North America	United States	US	Texas	Montague					North America|United States|US|Texas|Montague||||	1			0		
N. AMERICA|USA||TEXAS|MONTGOMERY||||	North America	United States	US	Texas	Montgomery					North America|United States|US|Texas|Montgomery||||	1			0		
N. AMERICA|USA||TEXAS|MOTLEY||||	North America	United States	US	Texas	Motley					North America|United States|US|Texas|Motley||||	1			0		
N. AMERICA|USA||TEXAS|NACOGDOCHES||||	North America	United States	US	Texas	Nacogdoches					North America|United States|US|Texas|Nacogdoches||||	1			0		
N. AMERICA|USA||TEXAS|NACOGDOCHES||NECHES R.||	North America	United States	US	Texas	Nacogdoches		Neches River			North America|United States|US|Texas|Nacogdoches||Neches River||	1			0		
N. AMERICA|USA||TEXAS|NEWTON||||	North America	United States	US	Texas	Newton					North America|United States|US|Texas|Newton||||	1			0		
N. AMERICA|USA||TEXAS|NUECES||||	North America	United States	US	Texas	Nueces					North America|United States|US|Texas|Nueces||||	1			0		
N. AMERICA|USA||TEXAS|ORANGE||NECHES RIVER||	North America	United States	US	Texas	Orange		Neches River			North America|United States|US|Texas|Orange||Neches River||	1			0		
N. AMERICA|USA||TEXAS|PALO PINTO||||	North America	United States	US	Texas	Palo Pinto					North America|United States|US|Texas|Palo Pinto||||	1			0		
N. AMERICA|USA||TEXAS|PANOLA||||	North America	United States	US	Texas	Panola					North America|United States|US|Texas|Panola||||	1			0		
N. AMERICA|USA||TEXAS|PECOS||||	North America	United States	US	Texas	Pecos					North America|United States|US|Texas|Pecos||||	1			0		
N. AMERICA|USA||TEXAS|PECOS||PECOS R.||	North America	United States	US	Texas	Pecos		Pecos River			North America|United States|US|Texas|Pecos||Pecos River||	1			0		
N. AMERICA|USA||TEXAS|PIMA||||	North America	United States	US	Arizona	Pima					North America|United States|US|Arizona|Pima||||	1			0		
N. AMERICA|USA||TEXAS|POLK||||	North America	United States	US	Texas	Polk					North America|United States|US|Texas|Polk||||	1			0		
N. AMERICA|USA||TEXAS|PRESIDIO||||	North America	United States	US	Texas	Presidio					North America|United States|US|Texas|Presidio||||	1			0		
N. AMERICA|USA||TEXAS|REAL||||	North America	United States	US	Texas	Real					North America|United States|US|Texas|Real||||	1			0		
N. AMERICA|USA||TEXAS|REEVES||||	North America	United States	US	Texas	Reeves					North America|United States|US|Texas|Reeves||||	1			0		
N. AMERICA|USA||TEXAS|REFUGIO||||	North America	United States	US	Texas	Refugio					North America|United States|US|Texas|Refugio||||	1			0		
N. AMERICA|USA||TEXAS|ROBERTSON||||	North America	United States	US	Texas	Robertson					North America|United States|US|Texas|Robertson||||	1			0		
N. AMERICA|USA||TEXAS|RUSK||||	North America	United States	US	Texas	Rusk					North America|United States|US|Texas|Rusk||||	1			0		
N. AMERICA|USA||TEXAS|SABINE||||	North America	United States	US	Texas	Sabine					North America|United States|US|Texas|Sabine||||	1			0		
N. AMERICA|USA||TEXAS|SAN JACINTO||||	North America	United States	US	Texas	San Jacinto					North America|United States|US|Texas|San Jacinto||||	1			0		
N. AMERICA|USA||TEXAS|SAN PATRICIO||||	North America	United States	US	Texas	San Patricio					North America|United States|US|Texas|San Patricio||||	1			0		
N. AMERICA|USA||TEXAS|SAN SABA||||	North America	United States	US	Texas	San Saba					North America|United States|US|Texas|San Saba||||	1			0		
N. AMERICA|USA||TEXAS|SOMERVELL||||	North America	United States	US	Texas	Somervell					North America|United States|US|Texas|Somervell||||	1			0		
N. AMERICA|USA||TEXAS|STARR||||	North America	United States	US	Texas	Starr					North America|United States|US|Texas|Starr||||	1			0		
N. AMERICA|USA||TEXAS|SUTTON||||	North America	United States	US	Texas	Sutton					North America|United States|US|Texas|Sutton||||	1			0		
N. AMERICA|USA||TEXAS|SWISHER||||	North America	United States	US	Texas	Swisher					North America|United States|US|Texas|Swisher||||	1			0		
N. AMERICA|USA||TEXAS|TAYLOR||||	North America	United States	US	Texas	Taylor					North America|United States|US|Texas|Taylor||||	1			0		
N. AMERICA|USA||TEXAS|TERRELL||||	North America	United States	US	Texas	Terrell					North America|United States|US|Texas|Terrell||||	1			0		
N. AMERICA|USA||TEXAS|TOM GREEN||||	North America	United States	US	Texas	Tom Green					North America|United States|US|Texas|Tom Green||||	1			0		
N. AMERICA|USA||TEXAS|TRAVIS||||	North America	United States	US	Texas	Travis					North America|United States|US|Texas|Travis||||	1			0		
N. AMERICA|USA||TEXAS|TRAVIS||COLORADO R.||	North America	United States	US	Texas	Travis		Colorado River			North America|United States|US|Texas|Travis||Colorado River||	1			0		
